streetLabel	personLabel	genderLabel	occupationLabel	coordinate	postalCode
Galileistraße	Galileo Galilei	männlich	Wissenschaftler	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Astronom	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Ingenieur	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Astrologe	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Physiker	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Mathematiker	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Erfinder	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Universalgelehrter	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Hochschullehrer	Point(13.709214 51.097461)	1129
Galileistraße	Galileo Galilei	männlich	Philosoph	Point(13.709214 51.097461)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Astronom	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Schriftsteller	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Arzt	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Physiker	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Mathematiker	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Jurist	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Wirtschaftswissenschaftler	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Diplomat	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Übersetzer	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Philosoph	Point(13.710944 51.091806)	1129
Kopernikusstraße	Nikolaus Kopernikus	männlich	Rechtswissenschaftler	Point(13.710944 51.091806)	1129
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Schriftsteller	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Dichter	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Historiker	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Dramatiker	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Übersetzer	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Dramaturg	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Literaturkritiker	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Kinderbuchautor	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Publizist	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Romancier	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Librettist	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Essayist	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Prosaist	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Haudegen	Point(13.729355 51.070474)	1127
Alexander-Puschkin-Platz	Alexander Sergejewitsch Puschkin	männlich	Buchsammler	Point(13.729355 51.070474)	1127
Eulerstraße	Leonhard Euler	männlich	Wissenschaftler	Point(13.70501 51.096573)	1129
Eulerstraße	Leonhard Euler	männlich	Astronom	Point(13.70501 51.096573)	1129
Eulerstraße	Leonhard Euler	männlich	Schriftsteller	Point(13.70501 51.096573)	1129
Eulerstraße	Leonhard Euler	männlich	Physiker	Point(13.70501 51.096573)	1129
Eulerstraße	Leonhard Euler	männlich	Mathematiker	Point(13.70501 51.096573)	1129
Eulerstraße	Leonhard Euler	männlich	Erfinder	Point(13.70501 51.096573)	1129
Eulerstraße	Leonhard Euler	männlich	Hochschullehrer	Point(13.70501 51.096573)	1129
Eulerstraße	Leonhard Euler	männlich	Musiktheoretiker	Point(13.70501 51.096573)	1129
Eulerstraße	Leonhard Euler	männlich	Führungskraft	Point(13.70501 51.096573)	1129
Bolivarstraße	Simón Bolívar	männlich	Politiker	Point(13.722351 51.09412)	1129
Bolivarstraße	Simón Bolívar	männlich	Offizier	Point(13.722351 51.09412)	1129
Gutenbergstraße	Johannes Gutenberg	männlich	Ingenieur	Point(13.769605 51.058009)	1307
Gutenbergstraße	Johannes Gutenberg	männlich	Erfinder	Point(13.769605 51.058009)	1307
Gutenbergstraße	Johannes Gutenberg	männlich	Goldschmied	Point(13.769605 51.058009)	1307
Gutenbergstraße	Johannes Gutenberg	männlich	Graveur	Point(13.769605 51.058009)	1307
Gutenbergstraße	Johannes Gutenberg	männlich	Typograf	Point(13.769605 51.058009)	1307
Gutenbergstraße	Johannes Gutenberg	männlich	Münzmeister	Point(13.769605 51.058009)	1307
Gutenbergstraße	Johannes Gutenberg	männlich	Schmied	Point(13.769605 51.058009)	1307
Maxim-Gorki-Straße	Maxim Gorki	männlich	Schriftsteller	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Schriftsteller	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Dichter	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Dichter	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Politiker	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Politiker	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Dramatiker	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Dramatiker	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Dramaturg	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Dramaturg	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Journalist	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Journalist	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Publizist	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Publizist	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Romancier	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Romancier	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Autobiograf	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Autobiograf	Point(13.729981 51.089055)	1129
Maxim-Gorki-Straße	Maxim Gorki	männlich	Tagebuchschreiber	Point(13.729981 51.089055)	1127
Maxim-Gorki-Straße	Maxim Gorki	männlich	Tagebuchschreiber	Point(13.729981 51.089055)	1129
Hans-Sachs-Straße	Hans Sachs	männlich	Schauspieler	Point(13.727215 51.087356)	1129
Hans-Sachs-Straße	Hans Sachs	männlich	Schriftsteller	Point(13.727215 51.087356)	1129
Hans-Sachs-Straße	Hans Sachs	männlich	Komponist	Point(13.727215 51.087356)	1129
Hans-Sachs-Straße	Hans Sachs	männlich	Dichter	Point(13.727215 51.087356)	1129
Hans-Sachs-Straße	Hans Sachs	männlich	Sänger	Point(13.727215 51.087356)	1129
Hans-Sachs-Straße	Hans Sachs	männlich	Dramatiker	Point(13.727215 51.087356)	1129
Brehmweg	Christian Ludwig Brehm	männlich	Pastor	Point(13.706437 51.092652)	1129
Brehmweg	Christian Ludwig Brehm	männlich	Ornithologe	Point(13.706437 51.092652)	1129
Brehmweg	Christian Ludwig Brehm	männlich	Sammler zoologischer Objekte	Point(13.706437 51.092652)	1129
Kleiststraße	Heinrich von Kleist	männlich	Schriftsteller	Point(13.727374 51.086368)	1129
Kleiststraße	Heinrich von Kleist	männlich	Dichter	Point(13.727374 51.086368)	1129
Kleiststraße	Heinrich von Kleist	männlich	Dramatiker	Point(13.727374 51.086368)	1129
Kleiststraße	Heinrich von Kleist	männlich	Dichterjurist	Point(13.727374 51.086368)	1129
Kleiststraße	Heinrich von Kleist	männlich	Publizist	Point(13.727374 51.086368)	1129
Kleiststraße	Heinrich von Kleist	männlich	Romancier	Point(13.727374 51.086368)	1129
Kleiststraße	Heinrich von Kleist	männlich	Kurzgeschichtenautor	Point(13.727374 51.086368)	1129
Benzstraße	Carl Benz	männlich	Ingenieur	Point(13.706121 51.092892)	1129
Benzstraße	Carl Benz	männlich	Erfinder	Point(13.706121 51.092892)	1129
Fraunhoferstraße	Joseph von Fraunhofer	männlich	Astronom	Point(13.705467 51.092649)	1129
Fraunhoferstraße	Joseph von Fraunhofer	männlich	Physiker	Point(13.705467 51.092649)	1129
Fraunhoferstraße	Joseph von Fraunhofer	männlich	Chemiker	Point(13.705467 51.092649)	1129
Halleystraße	Edmond Halley	männlich	Astronom	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Physiker	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Mathematiker	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Klimatologe	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Hochschullehrer	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Kartograf	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Meteorologe	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Philosoph	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Geophysiker	Point(13.708405 51.092663)	1129
Halleystraße	Edmond Halley	männlich	Demograph	Point(13.708405 51.092663)	1129
Lichtenbergweg	Georg Christoph Lichtenberg	männlich	Astronom	Point(13.710436 51.090962)	1129
Lichtenbergweg	Georg Christoph Lichtenberg	männlich	Schriftsteller	Point(13.710436 51.090962)	1129
Lichtenbergweg	Georg Christoph Lichtenberg	männlich	Physiker	Point(13.710436 51.090962)	1129
Lichtenbergweg	Georg Christoph Lichtenberg	männlich	Mathematiker	Point(13.710436 51.090962)	1129
Lichtenbergweg	Georg Christoph Lichtenberg	männlich	Französische Moralisten	Point(13.710436 51.090962)	1129
Lichtenbergweg	Georg Christoph Lichtenberg	männlich	Hochschullehrer	Point(13.710436 51.090962)	1129
Lichtenbergweg	Georg Christoph Lichtenberg	männlich	Philosoph	Point(13.710436 51.090962)	1129
Rückertstraße	Friedrich Rückert	männlich	Schriftsteller	Point(13.726057 51.089126)	1129
Rückertstraße	Friedrich Rückert	männlich	Dichter	Point(13.726057 51.089126)	1129
Rückertstraße	Friedrich Rückert	männlich	Übersetzer	Point(13.726057 51.089126)	1129
Rückertstraße	Friedrich Rückert	männlich	Dichterjurist	Point(13.726057 51.089126)	1129
Rückertstraße	Friedrich Rückert	männlich	Hochschullehrer	Point(13.726057 51.089126)	1129
Rückertstraße	Friedrich Rückert	männlich	Orientalist	Point(13.726057 51.089126)	1129
Böttgerstraße	Johann Friedrich Böttger	männlich	Chemiker	Point(13.713196 51.09259)	1129
Böttgerstraße	Johann Friedrich Böttger	männlich	Provisor	Point(13.713196 51.09259)	1129
Böttgerstraße	Johann Friedrich Böttger	männlich	Keramiker	Point(13.713196 51.09259)	1129
Dorothea-Erxleben-Straße	Dorothea Christiane Erxleben	weiblich	Arzt	Point(13.72151 51.094884)	1129
Mildred-Scheel-Straße	Mildred Scheel	weiblich	Arzt	Point(13.784034 51.055058)	1307
Morseweg	Samuel F. B. Morse	männlich	Fotograf	Point(13.701969 51.094579)	1129
Morseweg	Samuel F. B. Morse	männlich	Schriftsteller	Point(13.701969 51.094579)	1129
Morseweg	Samuel F. B. Morse	männlich	Physiker	Point(13.701969 51.094579)	1129
Morseweg	Samuel F. B. Morse	männlich	Erfinder	Point(13.701969 51.094579)	1129
Morseweg	Samuel F. B. Morse	männlich	Maler	Point(13.701969 51.094579)	1129
Morseweg	Samuel F. B. Morse	männlich	Bildhauer	Point(13.701969 51.094579)	1129
Morseweg	Samuel F. B. Morse	männlich	Hochschullehrer	Point(13.701969 51.094579)	1129
Abbestraße	Ernst Abbe	männlich	Astronom	Point(13.706615 51.093409)	1129
Abbestraße	Ernst Abbe	männlich	Physiker	Point(13.706615 51.093409)	1129
Abbestraße	Ernst Abbe	männlich	Hochschullehrer	Point(13.706615 51.093409)	1129
Abbestraße	Ernst Abbe	männlich	Statistiker	Point(13.706615 51.093409)	1129
Abbestraße	Ernst Abbe	männlich	Objektiv-Konstrukteur	Point(13.706615 51.093409)	1129
Virchowstraße	Rudolf Virchow	männlich	Schriftsteller	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Arzt	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Politiker	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Biologe	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Hochschullehrer	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Paläontologe	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Pathologe	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Akademiker	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Archäologe	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Anthropologe	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Prähistoriker	Point(13.722003 51.094413)	1129
Virchowstraße	Rudolf Virchow	männlich	Paläoanthropologe	Point(13.722003 51.094413)	1129
Carl-Zeiß-Straße	Carl Zeiß	männlich	Fotograf	Point(13.706913 51.094479)	1129
Carl-Zeiß-Straße	Carl Zeiß	männlich	Ingenieur	Point(13.706913 51.094479)	1129
Carl-Zeiß-Straße	Carl Zeiß	männlich	Unternehmer	Point(13.706913 51.094479)	1129
Carl-Zeiß-Straße	Carl Zeiß	männlich	Physiker	Point(13.706913 51.094479)	1129
Florian-Geyer-Straße	Florian Geyer	männlich	Militär	Point(13.761798 51.057004)	1307
Florian-Geyer-Straße	Florian Geyer	männlich	Diplomat	Point(13.761798 51.057004)	1307
Florian-Geyer-Straße	Florian Geyer	männlich	Reichsritter	Point(13.761798 51.057004)	1307
Seumestraße	Johann Gottfried Seume	männlich	Komponist	Point(13.727713 51.087946)	1129
Seumestraße	Johann Gottfried Seume	männlich	Dichter	Point(13.727713 51.087946)	1129
Seumestraße	Johann Gottfried Seume	männlich	Übersetzer	Point(13.727713 51.087946)	1129
Maria-Kirch-Straße	Maria Margaretha Kirch	weiblich	Astronom	Point(13.70354 51.096141)	1129
Dopplerstraße	Christian Doppler	männlich	Astronom	Point(13.70739 51.093187)	1129
Dopplerstraße	Christian Doppler	männlich	Professor	Point(13.70739 51.093187)	1129
Dopplerstraße	Christian Doppler	männlich	Physiker	Point(13.70739 51.093187)	1129
Dopplerstraße	Christian Doppler	männlich	Mathematiker	Point(13.70739 51.093187)	1129
Dopplerstraße	Christian Doppler	männlich	Pädagoge	Point(13.70739 51.093187)	1129
Dopplerstraße	Christian Doppler	männlich	Akademiker	Point(13.70739 51.093187)	1129
Albert-Hensel-Straße	Albert Hensel	männlich	Politiker	Point(13.729658 51.094058)	1129
Albert-Hensel-Straße	Albert Hensel	männlich	Widerstandskämpfer	Point(13.729658 51.094058)	1129
Hubertusstraße	Hubertus von Lüttich	männlich	katholischer Priester	Point(13.72397 51.090322)	1129
Hubertusplatz	Hubertus von Lüttich	männlich	katholischer Priester	Point(13.723634 51.089765)	1129
Bundschuhstraße	August Neidhardt von Gneisenau	männlich	Offizier	Point(13.762643 51.057034)	1307
Barbarastraße	Barbara von Nikomedien	weiblich	Thaumaturg	Point(13.724391 51.084606)	1129
Barbarastraße	Barbara von Nikomedien	weiblich	Gefangener	Point(13.724391 51.084606)	1129
Stephanstraße	Heinrich von Stephan	männlich	Beamter	Point(13.71507 51.09362)	1129
Steinheilstraße	Carl August von Steinheil	männlich	Astronom	Point(13.708594 51.093035)	1129
Steinheilstraße	Carl August von Steinheil	männlich	Physiker	Point(13.708594 51.093035)	1129
Steinheilstraße	Carl August von Steinheil	männlich	Mathematiker	Point(13.708594 51.093035)	1129
Steinheilstraße	Carl August von Steinheil	männlich	Erfinder	Point(13.708594 51.093035)	1129
Steinheilstraße	Carl August von Steinheil	männlich	Augenoptiker	Point(13.708594 51.093035)	1129
Terscheckstraße	Carl Adolph Terscheck	männlich	Gärtner	Point(13.774286 51.056933)	1307
Terscheckstraße	Carl Adolph Terscheck	männlich	Botaniker	Point(13.774286 51.056933)	1307
Meinholdstraße	Carl Christian Meinhold	männlich	Verleger	Point(13.733626 51.099016)	1129
Pfeifferhannsstraße	Heinrich Pfeiffer	männlich	Prediger	Point(13.765624 51.05754)	1307
Arnoldstraße	Johann Christoph Arnold	männlich	Schriftsteller	Point(13.768382 51.057209)	1307
Arnoldstraße	Johann Christoph Arnold	männlich	Verleger	Point(13.768382 51.057209)	1307
Kleestraße	Julius Ludwig Klee	männlich	Pädagoge	Point(13.702142 51.092148)	1139
Fiedlerstraße	Alfred Fiedler	männlich	Arzt	Point(13.778421 51.054022)	1307
Fiedlerstraße	Alfred Fiedler	männlich	Hochschullehrer	Point(13.778421 51.054022)	1307
Eschebachstraße	Carl Eschebach	männlich	Unternehmer	Point(13.732781 51.082159)	1127
Eschebachstraße	Carl Eschebach	männlich	Kunstsammler	Point(13.732781 51.082159)	1127
Richard-Rösch-Straße	Richard Rösch	männlich	Journalist	Point(13.703141 51.091946)	1129
Alfred-Schrapel-Straße	Alfred Schrapel	männlich	Politiker	Point(13.769492 51.059442)	1307
Bönischplatz	Karl Friedrich Emil Bönisch	männlich	Bürgermeister	Point(13.762848 51.055816)	1307
Bönischplatz	Karl Friedrich Emil Bönisch	männlich	Politiker	Point(13.762848 51.055816)	1307
Keplerstraße	Johannes Kepler	männlich	Astronom	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Naturwissenschaftler	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Schriftsteller	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Lehrer	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Astrologe	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Physiker	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Mathematiker	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Theologe	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Kosmologe	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Philosoph	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Musikwissenschaftler	Point(13.78427 51.01472)	1237
Keplerstraße	Johannes Kepler	männlich	Musiktheoretiker	Point(13.78427 51.01472)	1237
Zeunerstraße	Friedrich Wilhelm III.	männlich	Komponist	Point(13.73262 51.0266)	1069
Zeunerstraße	Friedrich Wilhelm III.	männlich	Politiker	Point(13.73262 51.0266)	1069
Wernerstraße	Abraham Gottlob Werner	männlich	Geologe	Point(13.70396 51.04628)	1159
Wernerstraße	Abraham Gottlob Werner	männlich	Hochschullehrer	Point(13.70396 51.04628)	1159
Wernerstraße	Abraham Gottlob Werner	männlich	Mineraloge	Point(13.70396 51.04628)	1159
Pfarrer-Schneider-Straße	Paul Schneider	männlich	Pastor	Point(13.82092 50.99935)	1257
Pfarrer-Schneider-Straße	Paul Schneider	männlich	Widerstandskämpfer	Point(13.82092 50.99935)	1257
Zeunerstraße	Gustav Zeuner	männlich	Ingenieur	Point(13.73262 51.0266)	1069
Zeunerstraße	Gustav Zeuner	männlich	Physiker	Point(13.73262 51.0266)	1069
Zeunerstraße	Gustav Zeuner	männlich	Hochschullehrer	Point(13.73262 51.0266)	1069
Zeunerstraße	Gustav Zeuner	männlich	Maschinenbauingenieur	Point(13.73262 51.0266)	1069
Hallwachsstraße	Wilhelm Hallwachs	männlich	Physiker	Point(13.72656 51.02627)	1069
Hallwachsstraße	Wilhelm Hallwachs	männlich	Hochschullehrer	Point(13.72656 51.02627)	1069
Otto-Mohr-Straße	Christian Otto Mohr	männlich	Ingenieur	Point(13.7945 51.01444)	1237
Otto-Mohr-Straße	Christian Otto Mohr	männlich	Mathematiker	Point(13.7945 51.01444)	1237
Otto-Mohr-Straße	Christian Otto Mohr	männlich	Hochschullehrer	Point(13.7945 51.01444)	1237
Otto-Mohr-Straße	Christian Otto Mohr	männlich	Bauingenieur	Point(13.7945 51.01444)	1237
Hettnerstraße	Hermann Hettner	männlich	Schriftsteller	Point(13.72723 51.03074)	1069
Hettnerstraße	Hermann Hettner	männlich	Hochschullehrer	Point(13.72723 51.03074)	1069
Hettnerstraße	Hermann Hettner	männlich	Kunsthistoriker	Point(13.72723 51.03074)	1069
Hettnerstraße	Hermann Hettner	männlich	Literaturhistoriker	Point(13.72723 51.03074)	1069
Heinrich-Mann-Straße	Heinrich Mann	männlich	Drehbuchautor	Point(13.80247 50.99745)	1257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Schriftsteller	Point(13.80247 50.99745)	1257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Dichter	Point(13.80247 50.99745)	1257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Dramatiker	Point(13.80247 50.99745)	1257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Biograf	Point(13.80247 50.99745)	1257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Romancier	Point(13.80247 50.99745)	1257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Essayist	Point(13.80247 50.99745)	1257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Prosaist	Point(13.80247 50.99745)	1257
Heinrich-Mann-Straße	Heinrich Mann	männlich	Autobiograf	Point(13.80247 50.99745)	1257
Reisstraße	Philipp Reis	männlich	Erfinder	Point(13.823 51.00518)	1257
Reisstraße	Philipp Reis	männlich	Forscher	Point(13.823 51.00518)	1257
Weißbachstraße	Karl Weißbach	männlich	Architekt	Point(13.72918 51.02673)	1069
Weißbachstraße	Karl Weißbach	männlich	Hochschullehrer	Point(13.72918 51.02673)	1069
Dülferstraße	Martin Dülfer	männlich	Architekt	Point(13.72721 51.02672)	1069
Dülferstraße	Martin Dülfer	männlich	Hochschullehrer	Point(13.72721 51.02672)	1069
Otto-Dix-Ring	Otto Dix	männlich	Esperantist	Point(13.77349 51.01835)	1219
Otto-Dix-Ring	Otto Dix	männlich	Maler	Point(13.77349 51.01835)	1219
Otto-Dix-Ring	Otto Dix	männlich	Bildhauer	Point(13.77349 51.01835)	1219
Otto-Dix-Ring	Otto Dix	männlich	Hochschullehrer	Point(13.77349 51.01835)	1219
Otto-Dix-Ring	Otto Dix	männlich	Grafiker	Point(13.77349 51.01835)	1219
Otto-Dix-Ring	Otto Dix	männlich	bildender Künstler	Point(13.77349 51.01835)	1219
Otto-Dix-Ring	Otto Dix	männlich	Druckgrafiker	Point(13.77349 51.01835)	1219
Otto-Dix-Ring	Otto Dix	männlich	Zeichner	Point(13.77349 51.01835)	1219
Rayskistraße	Ferdinand von Rayski	männlich	Illustrator	Point(13.76724 51.0256)	1219
Rayskistraße	Ferdinand von Rayski	männlich	Maler	Point(13.76724 51.0256)	1219
Rayskistraße	Ferdinand von Rayski	männlich	Grafiker	Point(13.76724 51.0256)	1219
Lohrmannstraße	Wilhelm Gotthelf Lohrmann	männlich	Astronom	Point(13.7894 51.01818)	1237
Lohrmannstraße	Wilhelm Gotthelf Lohrmann	männlich	Kartograf	Point(13.7894 51.01818)	1237
Lohrmannstraße	Wilhelm Gotthelf Lohrmann	männlich	Meteorologe	Point(13.7894 51.01818)	1237
Hübnerstraße	Julius Hübner	männlich	Lehrer	Point(13.72582 51.03433)	1069
Hübnerstraße	Julius Hübner	männlich	Lehrer	Point(13.72582 51.03433)	1187
Hübnerstraße	Julius Hübner	männlich	Dichter	Point(13.72582 51.03433)	1069
Hübnerstraße	Julius Hübner	männlich	Dichter	Point(13.72582 51.03433)	1187
Hübnerstraße	Julius Hübner	männlich	Maler	Point(13.72582 51.03433)	1069
Hübnerstraße	Julius Hübner	männlich	Maler	Point(13.72582 51.03433)	1187
Hübnerstraße	Julius Hübner	männlich	Hochschullehrer	Point(13.72582 51.03433)	1069
Hübnerstraße	Julius Hübner	männlich	Hochschullehrer	Point(13.72582 51.03433)	1187
Hübnerstraße	Julius Hübner	männlich	Kunsthistoriker	Point(13.72582 51.03433)	1069
Hübnerstraße	Julius Hübner	männlich	Kunsthistoriker	Point(13.72582 51.03433)	1187
Stollestraße	Ferdinand Stolle	männlich	Schriftsteller	Point(13.6915 51.04434)	1159
Stollestraße	Ferdinand Stolle	männlich	Journalist	Point(13.6915 51.04434)	1159
Stollestraße	Ferdinand Stolle	männlich	Verleger	Point(13.6915 51.04434)	1159
Heinz-Lohmar-Weg	Heinz Lohmar	männlich	Maler	Point(13.77499 51.01919)	1219
Heinz-Lohmar-Weg	Heinz Lohmar	männlich	Hochschullehrer	Point(13.77499 51.01919)	1219
Heinz-Lohmar-Weg	Heinz Lohmar	männlich	Grafiker	Point(13.77499 51.01919)	1219
Heinz-Lohmar-Weg	Heinz Lohmar	männlich	Zeichner	Point(13.77499 51.01919)	1219
Hülßestraße	Julius Ambrosius Hülße	männlich	Mathematiker	Point(13.79223 51.01226)	1237
Hülßestraße	Julius Ambrosius Hülße	männlich	Hochschullehrer	Point(13.79223 51.01226)	1237
Hülßestraße	Julius Ambrosius Hülße	männlich	Techniker	Point(13.79223 51.01226)	1237
Kurt-Frölich-Straße	Kurt Frölich	männlich	Politiker	Point(13.75969 51.02562)	1219
Anne-Frank-Straße	Anne Frank	weiblich	Schriftsteller	Point(13.69093 51.099937)	1445
Anne-Frank-Straße	Anne Frank	weiblich	Tagebuchschreiber	Point(13.69093 51.099937)	1445
Andersenstraße	Hans Christian Andersen	männlich	Schriftsteller	Point(13.683082 51.083939)	1139
Andersenstraße	Hans Christian Andersen	männlich	Dichter	Point(13.683082 51.083939)	1139
Andersenstraße	Hans Christian Andersen	männlich	Dramatiker	Point(13.683082 51.083939)	1139
Andersenstraße	Hans Christian Andersen	männlich	Journalist	Point(13.683082 51.083939)	1139
Andersenstraße	Hans Christian Andersen	männlich	Kinderbuchautor	Point(13.683082 51.083939)	1139
Andersenstraße	Hans Christian Andersen	männlich	Romancier	Point(13.683082 51.083939)	1139
Andersenstraße	Hans Christian Andersen	männlich	Autobiograf	Point(13.683082 51.083939)	1139
Andersenstraße	Hans Christian Andersen	männlich	Reisender	Point(13.683082 51.083939)	1139
Andersenstraße	Hans Christian Andersen	männlich	Scherenschnitt-Künstler	Point(13.683082 51.083939)	1139
Antonin-Dvorak-Straße	Antonín Dvořák	männlich	Komponist	Point(13.80651 51.00142)	1257
Antonin-Dvorak-Straße	Antonín Dvořák	männlich	Lehrer	Point(13.80651 51.00142)	1257
